_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,word_or_shortphrase,instruction,tweet,tweet_no,tweet_no_rt,type_of_message,type_of_messageconfidence,word_or_shortphrase_gold
240632764,1/2/2013 15:16:12,true,797149991,true,1/2/2013 15:14:31,false,instagc,1.0,12960437,USA,WV,Point Pleasant,173.81.178.140,hurricane #sandy,warns about a potential hazard or advices what to do,RT @MikeBloomberg: The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,90936,The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,Informative: caution or advice,0.8847,"Please stay where you are
Please stay where you are #Sandy
Conditions are dangerous
Conditions are dangerous and will get worse
The time for evacuation is over
stay where you are
stay where you are #Sandy
stay where you are #Sandy #NYC 
Please stay where you are #Sandy #NYC 
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous and will get worse. Please stay where you are
Please stay where you are
Conditions are dangerous and will get worse. Please stay where you are
evacuation
Conditions are dangerous and will get worse.
Conditions are dangerous and will get worse
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous"
240632764,1/2/2013 15:22:59,true,797152987,,1/2/2013 15:19:35,false,instagc,0.75,14452255,USA,AL,Elmore,68.207.200.230,Please stay where you are,warns about a potential hazard or advices what to do,RT @MikeBloomberg: The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,90936,The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,Informative: caution or advice,0.8847,"Please stay where you are
Please stay where you are #Sandy
Conditions are dangerous
Conditions are dangerous and will get worse
The time for evacuation is over
stay where you are
stay where you are #Sandy
stay where you are #Sandy #NYC 
Please stay where you are #Sandy #NYC 
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous and will get worse. Please stay where you are
Please stay where you are
Conditions are dangerous and will get worse. Please stay where you are
evacuation
Conditions are dangerous and will get worse.
Conditions are dangerous and will get worse
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous"
240632764,1/2/2013 15:40:58,true,797162101,false,1/2/2013 15:38:27,false,instagc,0.8,13651583,USA,MN,Virginia,173.21.170.197,evacuation,warns about a potential hazard or advices what to do,RT @MikeBloomberg: The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,90936,The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,Informative: caution or advice,0.8847,"Please stay where you are
Please stay where you are #Sandy
Conditions are dangerous
Conditions are dangerous and will get worse
The time for evacuation is over
stay where you are
stay where you are #Sandy
stay where you are #Sandy #NYC 
Please stay where you are #Sandy #NYC 
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous and will get worse. Please stay where you are
Please stay where you are
Conditions are dangerous and will get worse. Please stay where you are
evacuation
Conditions are dangerous and will get worse.
Conditions are dangerous and will get worse
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous"
240632764,1/2/2013 15:41:26,true,797162317,,1/2/2013 15:37:56,false,instagc,1.0,14296101,USA,MN,Buffalo,216.105.230.23,Conditions are dangerous and will get worse,warns about a potential hazard or advices what to do,RT @MikeBloomberg: The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,90936,The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,Informative: caution or advice,0.8847,"Please stay where you are
Please stay where you are #Sandy
Conditions are dangerous
Conditions are dangerous and will get worse
The time for evacuation is over
stay where you are
stay where you are #Sandy
stay where you are #Sandy #NYC 
Please stay where you are #Sandy #NYC 
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous and will get worse. Please stay where you are
Please stay where you are
Conditions are dangerous and will get worse. Please stay where you are
evacuation
Conditions are dangerous and will get worse.
Conditions are dangerous and will get worse
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous"
240632764,1/2/2013 15:47:22,true,797165767,,1/2/2013 15:43:43,false,instagc,1.0,15124146,USA,CT,Norwalk,24.189.161.45,Please stay where you are,warns about a potential hazard or advices what to do,RT @MikeBloomberg: The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,90936,The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,Informative: caution or advice,0.8847,"Please stay where you are
Please stay where you are #Sandy
Conditions are dangerous
Conditions are dangerous and will get worse
The time for evacuation is over
stay where you are
stay where you are #Sandy
stay where you are #Sandy #NYC 
Please stay where you are #Sandy #NYC 
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous and will get worse. Please stay where you are
Please stay where you are
Conditions are dangerous and will get worse. Please stay where you are
evacuation
Conditions are dangerous and will get worse.
Conditions are dangerous and will get worse
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous"
240632764,1/2/2013 16:00:33,true,797172497,true,1/2/2013 15:58:01,false,golddiggergpt,0.9286,15038871,USA,FL,Port Richey,68.200.93.250,onditions are dangerous and will get worse,warns about a potential hazard or advices what to do,RT @MikeBloomberg: The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,90936,The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,Informative: caution or advice,0.8847,"Please stay where you are
Please stay where you are #Sandy
Conditions are dangerous
Conditions are dangerous and will get worse
The time for evacuation is over
stay where you are
stay where you are #Sandy
stay where you are #Sandy #NYC 
Please stay where you are #Sandy #NYC 
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous and will get worse. Please stay where you are
Please stay where you are
Conditions are dangerous and will get worse. Please stay where you are
evacuation
Conditions are dangerous and will get worse.
Conditions are dangerous and will get worse
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous"
240632764,1/2/2013 16:19:50,true,797183557,false,1/2/2013 16:12:48,false,instagc,0.875,13864884,USA,KS,Buhler,64.6.130.175,Conditions are dangerous and will get worse. Please stay where you are,warns about a potential hazard or advices what to do,RT @MikeBloomberg: The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,90936,The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,Informative: caution or advice,0.8847,"Please stay where you are
Please stay where you are #Sandy
Conditions are dangerous
Conditions are dangerous and will get worse
The time for evacuation is over
stay where you are
stay where you are #Sandy
stay where you are #Sandy #NYC 
Please stay where you are #Sandy #NYC 
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous and will get worse. Please stay where you are
Please stay where you are
Conditions are dangerous and will get worse. Please stay where you are
evacuation
Conditions are dangerous and will get worse.
Conditions are dangerous and will get worse
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous"
240632764,1/2/2013 16:20:55,true,797184238,true,1/2/2013 16:13:48,false,cbf,0.75,7762692,USA,SC,Seneca,69.59.88.93,City,warns about a potential hazard or advices what to do,RT @MikeBloomberg: The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,90936,The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,Informative: caution or advice,0.8847,"Please stay where you are
Please stay where you are #Sandy
Conditions are dangerous
Conditions are dangerous and will get worse
The time for evacuation is over
stay where you are
stay where you are #Sandy
stay where you are #Sandy #NYC 
Please stay where you are #Sandy #NYC 
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous and will get worse. Please stay where you are
Please stay where you are
Conditions are dangerous and will get worse. Please stay where you are
evacuation
Conditions are dangerous and will get worse.
Conditions are dangerous and will get worse
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous"
240632764,1/2/2013 16:21:18,true,797184402,false,1/2/2013 16:19:03,false,instagc,1.0,14853026,USA,PA,Mifflinville,72.79.132.143,Conditions are dangerous and will get worse. Please stay where you are,warns about a potential hazard or advices what to do,RT @MikeBloomberg: The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,90936,The time for evacuation is over. Conditions are dangerous and will get worse. Please stay where you are #Sandy #NYC http://t.co/KQp2f2vX,Informative: caution or advice,0.8847,"Please stay where you are
Please stay where you are #Sandy
Conditions are dangerous
Conditions are dangerous and will get worse
The time for evacuation is over
stay where you are
stay where you are #Sandy
stay where you are #Sandy #NYC 
Please stay where you are #Sandy #NYC 
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous and will get worse. Please stay where you are
Please stay where you are
Conditions are dangerous and will get worse. Please stay where you are
evacuation
Conditions are dangerous and will get worse.
Conditions are dangerous and will get worse
The time for evacuation is over. Conditions are dangerous
Conditions are dangerous"
240632765,1/2/2013 15:01:01,true,797142380,,1/2/2013 14:57:46,false,instagc,0.75,14452255,USA,AL,Elmore,68.207.200.230,32,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,51042,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,Informative: casualties (people injured or dead),0.732,"32 people
32 people have been killed
32
At least 32
At least 32 people
At least 32 people have been killed
At least 32 people
At least 32 people have been killed
32 people have been killed
32
At least 32 people
At least 32 people have been killed
32 people"
240632765,1/2/2013 15:06:02,true,797145113,,1/2/2013 15:02:12,false,instagc,0.75,14475081,USA,TN,Dunlap,98.143.6.78,At least 32 people,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,51042,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,Informative: casualties (people injured or dead),0.732,"32 people
32 people have been killed
32
At least 32
At least 32 people
At least 32 people have been killed
At least 32 people
At least 32 people have been killed
32 people have been killed
32
At least 32 people
At least 32 people have been killed
32 people"
240632765,1/2/2013 15:19:42,true,797151873,,1/2/2013 15:16:10,false,instagc,1.0,15079559,USA,FL,Spring Hill,173.168.211.177,At least 32 people,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,51042,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,Informative: casualties (people injured or dead),0.732,"32 people
32 people have been killed
32
At least 32
At least 32 people
At least 32 people have been killed
At least 32 people
At least 32 people have been killed
32 people have been killed
32
At least 32 people
At least 32 people have been killed
32 people"
240632765,1/2/2013 15:21:47,true,797152537,,1/2/2013 15:12:38,false,instagc,1.0,13975029,USA,SC,Swansea,204.116.173.21,32,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,51042,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,Informative: casualties (people injured or dead),0.732,"32 people
32 people have been killed
32
At least 32
At least 32 people
At least 32 people have been killed
At least 32 people
At least 32 people have been killed
32 people have been killed
32
At least 32 people
At least 32 people have been killed
32 people"
240632765,1/2/2013 15:27:02,true,797155147,,1/2/2013 15:13:16,false,instagc,1.0,14049868,USA,OH,Toledo,131.183.0.122,At least 32 people have been killed,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,51042,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,Informative: casualties (people injured or dead),0.732,"32 people
32 people have been killed
32
At least 32
At least 32 people
At least 32 people have been killed
At least 32 people
At least 32 people have been killed
32 people have been killed
32
At least 32 people
At least 32 people have been killed
32 people"
240632765,1/2/2013 15:31:24,true,797157284,,1/2/2013 15:28:42,false,instagc,1.0,15124146,USA,CT,Norwalk,24.189.161.45,32 people,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,51042,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,Informative: casualties (people injured or dead),0.732,"32 people
32 people have been killed
32
At least 32
At least 32 people
At least 32 people have been killed
At least 32 people
At least 32 people have been killed
32 people have been killed
32
At least 32 people
At least 32 people have been killed
32 people"
240632765,1/2/2013 15:37:55,true,797160885,,1/2/2013 15:34:11,false,instagc,1.0,14296101,USA,MN,Buffalo,216.105.230.23,32 people have been killed,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,51042,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,Informative: casualties (people injured or dead),0.732,"32 people
32 people have been killed
32
At least 32
At least 32 people
At least 32 people have been killed
At least 32 people
At least 32 people have been killed
32 people have been killed
32
At least 32 people
At least 32 people have been killed
32 people"
240632765,1/2/2013 15:46:42,true,797165481,,1/2/2013 15:44:37,false,golddiggergpt,0.9286,15038871,USA,FL,Port Richey,68.200.93.250,32 people have been killed,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,51042,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,Informative: casualties (people injured or dead),0.732,"32 people
32 people have been killed
32
At least 32
At least 32 people
At least 32 people have been killed
At least 32 people
At least 32 people have been killed
32 people have been killed
32
At least 32 people
At least 32 people have been killed
32 people"
240632765,1/2/2013 16:16:50,true,797181708,,1/2/2013 16:14:13,false,instagc,1.0,14853026,USA,PA,Mifflinville,72.79.132.143,At least 32 people have been killed,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,51042,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,Informative: casualties (people injured or dead),0.732,"32 people
32 people have been killed
32
At least 32
At least 32 people
At least 32 people have been killed
At least 32 people
At least 32 people have been killed
32 people have been killed
32
At least 32 people
At least 32 people have been killed
32 people"
240632765,1/3/2013 10:36:53,true,798232935,,1/3/2013 10:34:53,false,extralunchmoney,0.8636,15113061,USA,MI,Saint Johns,50.36.97.129,32 people,indicates who has (or how many people have) been injured or dead,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,51042,US counts cost as Sandy recedes: At least 32 people have been killed millions are without power and transport a... http://t.co/HpwqFoCq,Informative: casualties (people injured or dead),0.732,"32 people
32 people have been killed
32
At least 32
At least 32 people
At least 32 people have been killed
At least 32 people
At least 32 people have been killed
32 people have been killed
32
At least 32 people
At least 32 people have been killed
32 people"
240632766,1/2/2013 15:01:53,true,797142837,false,1/2/2013 14:57:28,false,instagc,0.75,14475081,USA,TN,Dunlap,98.143.6.78,scaffolding toppling car on CPW and 92nd,"names a structure, road, service, line, etc. that is not working or has been damaged",RT @twc_hurricane: RT @nowthised: Wider shot of scaffolding toppling car on CPW and 92nd across from Central ParkNYC @nowthisnews #sandy http://t.co/ivkExinW,69804,Wider shot of scaffolding toppling car on CPW and 92nd across from Central ParkNYC @nowthisnews #sandy http://t.co/ivkExinW,"Informative: damage (building, road, lines, etc.)",0.7297,"car
scaffolding toppling car
car on CPW
car on CPW and 92nd
car on CPW and 92nd across from Central Park
car on CPW and 92nd across from Central ParkNYC
scaffolding toppling car on CPW and 92nd
scaffolding toppling car
Wider shot of scaffolding toppling car
scaffolding toppling car on CPW and 92nd
car on CPW and 92nd across from Central ParkNYC
shot of scaffolding toppling car"
240632766,1/2/2013 15:05:55,true,797145057,,1/2/2013 15:04:41,false,amt,1.0,5112203,USA,MD,Baltimore,72.81.233.17,scaffolding toppling car,"names a structure, road, service, line, etc. that is not working or has been damaged",RT @twc_hurricane: RT @nowthised: Wider shot of scaffolding toppling car on CPW and 92nd across from Central ParkNYC @nowthisnews #sandy http://t.co/ivkExinW,69804,Wider shot of scaffolding toppling car on CPW and 92nd across from Central ParkNYC @nowthisnews #sandy http://t.co/ivkExinW,"Informative: damage (building, road, lines, etc.)",0.7297,"car
scaffolding toppling car
car on CPW
car on CPW and 92nd
car on CPW and 92nd across from Central Park
car on CPW and 92nd across from Central ParkNYC
scaffolding toppling car on CPW and 92nd
scaffolding toppling car
Wider shot of scaffolding toppling car
scaffolding toppling car on CPW and 92nd
car on CPW and 92nd across from Central ParkNYC
shot of scaffolding toppling car"
240632766,1/2/2013 15:09:15,true,797146740,true,1/2/2013 15:07:41,false,instagc,0.9167,13441146,USA,GA,Cleveland,98.18.123.70,caffolding toppling car on CPW and 92nd across from Central ParkNYC,"names a structure, road, service, line, etc. that is not working or has been damaged",RT @twc_hurricane: RT @nowthised: Wider shot of scaffolding toppling car on CPW and 92nd across from Central ParkNYC @nowthisnews #sandy http://t.co/ivkExinW,69804,Wider shot of scaffolding toppling car on CPW and 92nd across from Central ParkNYC @nowthisnews #sandy http://t.co/ivkExinW,"Informative: damage (building, road, lines, etc.)",0.7297,"car
scaffolding toppling car
car on CPW
car on CPW and 92nd
car on CPW and 92nd across from Central Park
car on CPW and 92nd across from Central ParkNYC
scaffolding toppling car on CPW and 92nd
scaffolding toppling car
Wider shot of scaffolding toppling car
scaffolding toppling car on CPW and 92nd
car on CPW and 92nd across from Central ParkNYC
shot of scaffolding toppling car"
